id,SalePrice
1197,140630.29844063526
1198,188110.67789553665
1199,141467.85232697637
1200,118055.285058965
1201,184658.0166576703
1202,113836.20489659625
1203,186955.92316712375
1204,160806.33744729322
1205,253298.53241600055
1206,108832.67742309207
1207,199066.24427466115
1208,129092.05948483312
1209,236247.2955668105
1210,189735.2481924889
1211,220714.5373357319
1212,128414.85645033566
1213,139704.35143148943
1214,133737.35558579146
1215,115309.93128696075
1216,146235.9399128824
1217,237897.73450142107
1218,106465.73531658822
1219,105996.36010505326
1220,133737.35558579146
1221,136589.54068448886
1222,159009.34206534008
1223,103160.90557364246
1224,215127.52949248487
1225,149645.27626708118
1226,262033.18520230646
1227,138506.26059359303
1228,450895.8081101041
1229,132683.81551021448
1230,167215.4610380604
1231,146790.35146243215
1232,111460.5225481827
1233,154043.5629048857
1234,113165.51825775631
1235,137061.98364986968
1236,188839.112096936
1237,210013.77245899691
1238,162022.36973357364
1239,254479.67353316513
1240,212309.29790115278
1241,245939.33230361572
1242,199775.7841932085
1243,376648.5009159641
1244,235694.2899775565
1245,170825.72155251307
1246,195544.4898572586
1247,165195.14573049368
1248,144334.27304255575
1249,135621.24263543598
1250,253855.85496813845
1251,190625.66980555045
1252,134892.11031420436
1253,200393.15112071024
1254,210013.77245899691
1255,128770.73831698176
1256,260939.25051891548
1257,105255.78383321394
1258,207693.71753076286
1259,152764.56128308843
1260,161443.32719405103
1261,133737.35558579146
1262,144600.20840359936
1263,140328.57147032526
1264,201884.47586599315
1265,204194.21328865542
1266,129935.21113329538
1267,382816.86028626485
1268,206227.8822705687
1269,141171.1675475134
1270,238342.94332913097
1271,176581.31327159447
1272,133737.35558579146
1273,141611.1042291585
1274,143208.09902949305
1275,138360.06322189947
1276,165186.3417046946
1277,161417.82332031883
1278,236062.3245971317
1279,117458.08315730323
1280,204875.4859394308
1281,179420.82197914168
1282,140048.50139347345
1283,122356.45208476722
1284,131593.1421336601
1285,121263.35202430855
1286,157752.5297429727
1287,163049.2777466472
1288,257297.90512449708
1289,322255.2335985193
1290,158266.30312294597
1291,120325.26775542216
1292,128002.87472856634
1293,196655.89158082395
1294,127524.82748468655
1295,134892.11031420436
1296,147945.10619084505
1297,151091.17826547293
1298,364411.5146959157
1299,158315.484813021
1300,215127.52949248487
1301,171283.52688484418
1302,316302.41264141916
1303,245939.33230361572
1304,187429.40524476126
1305,285557.3378759733
1306,190625.66980555045
1307,132570.89638281925
1308,168409.63655293753
1309,170802.52895366476
1310,280100.10717325204
1311,204875.4859394308
1312,273173.61382070626
1313,305260.51177758625
1314,111684.86252178947
1315,156045.73242941528
1316,304245.574275903
1317,207391.773896215
1318,262611.28634362924
1319,131267.04154903305
1320,145065.32038325
1321,89200.8813304695
1322,230462.11464684046
1323,105731.14575693467
1324,270230.06927502993
1325,90031.50335531877
1326,109883.92556164874
1327,170446.97396649487
1328,206136.2172622904
1329,178527.13577942585
1330,262611.28634362924
1331,127208.1724351886
1332,111684.86252178947
1333,115907.44369012065
1334,147358.4767846729
1335,167516.28003435952
1336,126482.08891068671
1337,94236.4476234183
1338,213151.12056068864
1339,139628.18246254625
1340,115362.676688347
1341,152917.78029670572
1342,222527.2044742354
1343,171596.51248211632
1344,201679.04940857214
1345,106662.95742500886
1346,197861.92801958488
1347,289813.1089102561
1348,204875.4859394308
1349,156266.06826751045
1350,141405.38463643132
1351,167829.33377430096
1352,165779.46334272096
1353,319120.64423275116
1354,270137.95230923186
1355,179803.71931812944
1356,134892.11031420436
1357,162052.83276333087
1358,198384.97162388574
1359,343385.99228405254
1360,138867.25236017688
1361,233411.99780879938
1362,125489.09702068692
1363,169889.2302537581
1364,181457.68487664897
1365,212309.29790115278
1366,212309.29790115278
1367,130741.72910407928
1368,162833.06143940365
1369,226325.7623042668
1370,145916.13671986308
1371,135021.6578620112
1372,180600.71702851504
1373,387954.30995909055
1374,259507.70381665122
1375,268745.84589494276
1376,120129.38637920422
1377,141212.24832059685
1378,118422.86990664393
1379,159609.89802734842
1380,81943.63761186537
1381,179983.21894445154
1382,160412.40049045737
1383,145649.27912312117
1384,127203.50631683525
1385,122055.80700332737
1386,198772.28627247404
1387,127760.83887984739
1388,367907.31859069393
1389,144675.9192923199
1390,204875.4859394308
1391,125487.39501575149
1392,134892.11031420436
1393,136590.20621406476
1394,260118.3443130563
1395,284514.3809070895
1396,127208.1724351886
1397,113836.20489659625
1398,141171.1675475134
1399,138501.5944752397
1400,130705.87356204906
1401,172950.31569677583
1402,188110.67789553665
1403,256728.0856362097
1404,126340.03315927452
1405,255384.42541439866
1406,140039.90821622277
1407,119188.86011710278
1408,124951.85100818855
1409,192124.099802284
1410,212309.29790115278
1411,147487.02361793385
1412,130965.48549235941
1413,231446.74422674172
1414,141793.9529116034
1415,248862.80283926782
1416,122677.99269507303
1417,319120.64423275116
1418,114155.17655854789
1419,207683.5654148709
1420,178618.65618867386
1421,160017.772725542
1422,162833.06143940365
1423,193710.65212906385
1424,114155.17655854789
1425,165925.66071441452
1426,241801.80419332645
1427,141171.1675475134
1428,144067.14569514306
1429,206145.88830198033
1430,188331.48060680792
1431,160017.772725542
1432,98473.10603172141
1433,162012.37446179643
1434,165648.91627307303
1435,174906.6390532034
1436,121885.67329973285
1437,414870.0997513713
1438,160575.21936625612
1439,194145.3527318907
1440,185251.72654340556
1441,162149.40794531215
1442,443291.4188097474
1443,109043.48530226758
1444,188110.67789553665
1445,117618.8475302709
1446,135621.24263543598
1447,236062.3245971317
1448,111898.8551315479
1449,125213.30963590737
1450,117708.13033662247
1451,302761.3508958158
1452,147627.50729374995
1453,109408.42464860906
1454,204875.4859394308
1455,155877.81491048288
1456,166361.52530594665
1457,228424.42982639855
1458,150620.56852795492
1459,166438.20008781683
